scientificName,species,order,NAME_0,NAME_1,TYPE_1,ENGTYPE_1,DEP_ID,year,basisOfRecord,elevation,regbio,longitude,latitude,region
"Choeroniscus minor (Peters, 1868)",Choeroniscus minor,Chiroptera,Colombia,Valle del Cauca,Departamento,Department,COL_30,2011,Especimen,NA,0,-78.173433,2.966725,2
"Eptesicus chiriquinus Thomas, 1920",Eptesicus chiriquinus,Chiroptera,Colombia,Valle del Cauca,Departamento,Department,COL_30,2010,Especimen,NA,0,-78.173433,2.966725,2
"Mimon crenulatum (E.Geoffroy, 1803)",Gardnerycteris crenulatum,Chiroptera,Colombia,Valle del Cauca,Departamento,Department,COL_30,2011,Especimen,185,0,-78.18445,2.965839,2
"Tonatia saurophila Koopman & Williams, 1951",Tonatia saurophila,Chiroptera,Colombia,Valle del Cauca,Departamento,Department,COL_30,2011,Especimen,NA,0,-78.173433,2.966725,2
"Cebus capucinus (Linnaeus, 1758)",Cebus capucinus,Primates,Colombia,Valle del Cauca,Departamento,Department,COL_30,2011,Especimen,78,0,-78.19615,2.942342,2
"Proechimys quadruplicatus Hershkovitz, 1948",Proechimys quadruplicatus,Rodentia,Colombia,Valle del Cauca,Departamento,Department,COL_30,1988,Especimen,185,0,-78.19102,2.96446,2
"Proechimys semispinosus (Tomes, 1860)",Proechimys semispinosus,Rodentia,Colombia,Valle del Cauca,Departamento,Department,COL_30,2010,Especimen,156,0,-78.176694,2.970778,2
"Conepatus semistriatus (Boddaert, 1785)",Conepatus semistriatus,Carnivora,Colombia,La Guajira,Departamento,Department,COL_18,2018,Especimen,25,1,-72.266951,11.715539,4
"Molossus molossus (Pallas, 1766)",Molossus molossus,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,1969,Especimen,33,1,-71.283333,12.183333,4
"Pteronotus personatus (Wagner, 1843)",Pteronotus personatus,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,1968,Especimen,33,1,-71.283333,12.183333,4
"Rhogeessa minutilla Miller, 1897",Rhogeessa minutilla,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,1968,Especimen,23,1,-71.92,11.68,4
"Marmosa xerophila Handley & Gordon, 1979",Marmosa xerophila,Didelphimorphia,Colombia,La Guajira,Departamento,Department,COL_18,1968,Especimen,23,1,-71.92,11.68,4
Mazama gouazoubira G.Fischer,Mazama murelia,Artiodactyla,Colombia,La Guajira,Departamento,Department,COL_18,1898,Especimen,2,2,-73.309107,11.272506,4
"Tayassu tajacu (Linnaeus, 1758)",Pecari tajacu,Artiodactyla,Colombia,La Guajira,Departamento,Department,COL_18,1898,Especimen,2,2,-73.309107,11.272506,4
"Cerdocyon thous (Linnaeus, 1766)",Cerdocyon thous,Carnivora,Colombia,La Guajira,Departamento,Department,COL_18,2015,Fotografia,68,2,-73.440639,11.2165,4
"Felis onca Linnaeus, 1758",Panthera onca,Carnivora,Colombia,La Guajira,Departamento,Department,COL_18,1898,Especimen,2,2,-73.309107,11.272506,4
"Carollia brevicauda (Schinz, 1821)",Carollia brevicauda,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,4,2,-73.219722,11.325,4
"Carollia castanea H.Allen, 1890",Carollia castanea,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,NA,Especimen,10,2,-73.425589,11.255903,4
"Glossophaga longirostris Miller, 1898",Glossophaga longirostris,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,4,2,-73.219722,11.325,4
"Lichonycteris obscura Thomas, 1895",Lichonycteris obscura,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1980,Especimen,0,2,-73.9326,11.3093,4
"Lophostoma silvicolum d'Orbigny, 1836",Lophostoma silvicolum,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,0,2,-73.9326,11.3093,4
"Molossus currentium Thomas, 1901",Molossus bondae,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,4,2,-73.219722,11.325,4
"Molossus bondae J.A.Allen, 1904",Molossus bondae,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1980,Especimen,0,2,-73.9326,11.3093,4
"Rhynchonycteris naso (Wied-Neuwied, 1820)",Rhynchonycteris naso,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,NA,Especimen,10,2,-73.425589,11.255903,4
"Sphaeronycteris toxophyllum Peters, 1882",Sphaeronycteris toxophyllum,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,0,2,-73.9326,11.3093,4
"Thyroptera tricolor Spix, 1823",Thyroptera tricolor,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,0,2,-73.9326,11.3093,4
"Trachops cirrhosus (Spix, 1823)",Trachops cirrhosus,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,NA,Especimen,10,2,-73.425589,11.255903,4
"Uroderma magnirostrum Davis, 1968",Uroderma magnirostrum,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,4,2,-73.219722,11.325,4
"Uroderma magnirostrum Davis, 1968",Uroderma magnirostrum,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,0,2,-73.9326,11.3093,4
"Dasypus novemcinctus Linnaeus, 1758",Dasypus novemcinctus,Cingulata,Colombia,Magdalena,Departamento,Department,COL_19,2016,Fotografia,56,2,-73.934722,11.304528,4
"Tapirus terrestris (Linnaeus, 1758)",Tapirus terrestris,Perissodactyla,Colombia,La Guajira,Departamento,Department,COL_18,1899,Especimen,2,2,-73.308935,11.272211,4
"Sciurus granatensis Humboldt, 1811",Notosciurus granatensis,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1971,Especimen,21,2,-73.9292,11.3012,4
"Mimon crenulatum (E.Geoffroy, 1803)",Gardnerycteris crenulatum,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1978,Especimen,17,3,-74.2959,10.6253,4
"Pecari tajacu (Linnaeus, 1758)",Pecari tajacu,Artiodactyla,Colombia,Magdalena,Departamento,Department,COL_19,1899,Especimen,12,4,-73.9,11.3,4
"Tayassu pecari (Link, 1795)",Tayassu pecari,Artiodactyla,Colombia,Magdalena,Departamento,Department,COL_19,1899,Especimen,12,4,-73.9,11.3,4
"Cerdocyon thous (Linnaeus, 1766)",Cerdocyon thous,Carnivora,Colombia,Cesar,Departamento,Department,COL_12,2009,Especimen,232,4,-73.22449,10.60774,4
"Leopardus pardalis (Linnaeus, 1758)",Leopardus pardalis,Carnivora,Colombia,Magdalena,Departamento,Department,COL_19,2008,Especimen,687,4,-74.05,11.3,4
"Puma concolor (Linnaeus, 1771)",Puma concolor,Carnivora,Colombia,Magdalena,Departamento,Department,COL_19,2016,Fotografia,172,4,-73.968722,11.323722,4
"Artibeus amplus Handley, 1987",Artibeus amplus,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1980,Especimen,172,4,-73.9693,11.3172,4
"Artibeus jamaicensis Leach, 1821",Artibeus jamaicensis,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,340,4,-72.904444,11.088611,4
"Artibeus lituratus (Olfers, 1818)",Artibeus lituratus,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,442,4,-72.693333,11.17,4
"Artibeus obscurus (Schinz, 1821)",Artibeus obscurus,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,340,4,-72.904444,11.088611,4
"Artibeus obscurus (Schinz, 1821)",Artibeus obscurus,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,12,4,-73.9,11.299167,4
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,809,4,-72.940556,11.031667,4
"Centronycteris centralis Thomas, 1912",Centronycteris centralis,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2015,Especimen,265,4,-72.808611,11.039722,4
"Centurio senex Gray, 1842",Centurio senex,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1980,Especimen,687,4,-74.041667,11.291667,4
"Dermanura bogotensis (K.Andersen, 1906)",Dermanura bogotensis,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1980,Especimen,687,4,-74.041667,11.291667,4
"Dermanura rava Miller, 1902",Dermanura rava,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2008,Especimen,400,4,-73.265072,10.57055,4
"Desmodus rotundus (E.Geoffroy, 1810)",Desmodus rotundus,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2015,Especimen,265,4,-72.815556,11.039611,4
"Enchisthenes hartii (Thomas, 1892)",Enchisthenes hartii,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2008,Especimen,400,4,-73.265072,10.57055,4
"Eptesicus brasiliensis (Desmarest, 1819)",Eptesicus brasiliensis,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2008,Especimen,400,4,-73.265072,10.57055,4
"Eumops glaucinus (Wagner, 1843)",Eumops glaucinus,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,38,4,-73.9115,11.2999,4
"Glossophaga commissarisi Gardner, 1962",Glossophaga commissarisi,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,28,4,-74.0529,11.3213,4
"Glossophaga soricina (Pallas, 1766)",Glossophaga soricina,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,392,4,-72.968889,11.098333,4
"Glossophaga soricina (Pallas, 1766)",Glossophaga soricina,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2008,Especimen,400,4,-73.265072,10.57055,4
"Lophostoma silvicolum d'Orbigny, 1836",Lophostoma silvicolum,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2015,Especimen,265,4,-72.808611,11.039722,4
"Micronycteris megalotis (Gray, 1842)",Micronycteris megalotis,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2015,Especimen,265,4,-72.808611,11.039722,4
"Micronycteris megalotis (Gray, 1842)",Micronycteris megalotis,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,38,4,-73.9115,11.2999,4
"Micronycteris microtis Miller, 1898",Micronycteris microtis,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2008,Especimen,400,4,-73.265072,10.57055,4
"Micronycteris microtis Miller, 1898",Micronycteris microtis,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2004,Especimen,318,4,-73.9675,11.308333,4
"Mormoops megalophylla (Peters, 1864)",Mormoops megalophylla,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2015,Especimen,265,4,-72.808611,11.039722,4
"Phyllostomus hastatus (Pallas, 1767)",Phyllostomus hastatus,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,NA,4,-74.051389,11.3275,4
"Platyrrhinus helleri (Peters, 1866)",Platyrrhinus helleri,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,442,4,-72.693333,11.17,4
"Pteronotus parnellii (Gray, 1843)",Pteronotus parnellii,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,442,4,-72.693333,11.17,4
"Pteronotus parnellii (Gray, 1843)",Pteronotus parnellii,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2008,Especimen,400,4,-73.265072,10.57055,4
"Pteronotus parnellii (Gray, 1843)",Pteronotus parnellii,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1980,Especimen,492,4,-73.9675,11.315833,4
"Rhogeessa tumida H.Allen, 1866",Rhogeessa io,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,30,4,-74.106944,11.317222,4
"Rhynchonycteris naso (Wied-Neuwied, 1820)",Rhynchonycteris naso,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1979,Especimen,38,4,-73.9115,11.2999,4
"Saccopteryx canescens Thomas, 1901",Saccopteryx canescens,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1980,Especimen,12,4,-73.9,11.299167,4
"Sturnira lilium (E.Geoffroy, 1810)",Sturnira parvidens,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1980,Especimen,687,4,-74.041667,11.291667,4
"Tonatia saurophila Koopman & Williams, 1951",Tonatia saurophila,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1980,Especimen,687,4,-74.041667,11.291667,4
"Uroderma bilobatum Peters, 1866",Uroderma bilobatum,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,340,4,-72.904444,11.088611,4
"Myrmecophaga tridactyla Linnaeus, 1758",Myrmecophaga tridactyla,Pilosa,Colombia,Magdalena,Departamento,Department,COL_19,2016,Fotografia,214,4,-73.963944,11.306472,4
"Cuniculus paca (Linnaeus, 1766)",Cuniculus paca,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,2016,Fotografia,189,4,-74.071056,11.327583,4
"Cuniculus paca (Linnaeus, 1766)",Cuniculus paca,Rodentia,Colombia,Cesar,Departamento,Department,COL_12,2015,Fotografia,973,4,-73.758889,10.225278,4
"Heteromys anomalus (Thompson, 1815)",Heteromys anomalus,Rodentia,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,809,4,-72.940556,11.031667,4
"Myoprocta pratti Pocock, 1913",Myoprocta pratti,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,2016,Fotografia,40,4,-74.011667,11.335778,4
"Proechimys canicollis (J.A.Allen, 1899)",Proechimys canicollis,Rodentia,Colombia,La Guajira,Departamento,Department,COL_18,2011,Especimen,809,4,-72.940278,11.031667,4
"Lasiurus blossevillii (Lesson & Garnot, 1826)",Lasiurus blossevillii,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2010,Especimen,258,5,-72.686643,10.989369,4
"Leptonycteris curasoae Miller, 1900",Leptonycteris curasoae,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2010,Especimen,119,5,-72.66975,11.050417,4
"Rhogeessa io Thomas, 1903",Rhogeessa io,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2010,Especimen,119,5,-72.66975,11.050417,4
"Saccopteryx leptura (Schreber, 1774)",Saccopteryx leptura,Chiroptera,Colombia,La Guajira,Departamento,Department,COL_18,2010,Especimen,123,5,-72.719008,11.029675,4
"Oecomys bicolor (Tomes, 1860)",Oecomys bicolor,Rodentia,Colombia,La Guajira,Departamento,Department,COL_18,2006,Especimen,122,5,-72.634778,11.112,4
"Artibeus lituratus (Olfers, 1818)",Artibeus lituratus,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,852,7,-74.0635,10.9914,4
"Artibeus planirostris (Spix, 1823)",Artibeus planirostris,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,755,7,-74.067,10.9909,4
"Carollia brevicauda (Schinz, 1821)",Carollia brevicauda,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,755,7,-74.0678,10.98811,4
"Carollia castanea H.Allen, 1890",Carollia castanea,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,755,7,-74.0678,10.98811,4
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,852,7,-74.0635,10.9914,4
"Chiroderma villosum Peters, 1860",Chiroderma villosum,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,755,7,-74.0678,10.98811,4
"Chrotopterus auritus (Peters, 1856)",Chrotopterus auritus,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1983,Especimen,16,7,-73.68333,11.25,4
"Dermanura glauca (Thomas, 1893)",Dermanura glauca,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,852,7,-74.0635,10.9914,4
"Artibeus phaeotis (Miller, 1902)",Dermanura phaeotis,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2004,Especimen,390,7,-74.192222,11.1425,4
"Desmodus rotundus (E.Geoffroy, 1810)",Desmodus rotundus,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,852,7,-74.0635,10.9914,4
"Glossophaga longirostris Miller, 1898",Glossophaga longirostris,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2004,Especimen,259,7,-74.062778,11.236944,4
"Noctilio albiventris Desmarest, 1818",Noctilio albiventris,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1983,Especimen,16,7,-73.68333,11.25,4
"Platyrrhinus helleri (Peters, 1866)",Platyrrhinus helleri,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,755,7,-74.0678,10.98811,4
"Saccopteryx leptura (Schreber, 1774)",Saccopteryx leptura,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,755,7,-74.0678,10.98811,4
"Uroderma bilobatum Peters, 1866",Uroderma bilobatum,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1983,Especimen,10,7,-73.84414,11.26667,4
"Vampyressa thyone Thomas, 1909",Vampyressa thyone,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,852,7,-74.0635,10.9914,4
"Didelphis marsupialis Linnaeus, 1758",Didelphis marsupialis,Didelphimorphia,Colombia,Magdalena,Departamento,Department,COL_19,2004,Especimen,75,7,-73.841272,11.23577,4
"Didelphis marsupialis Linnaeus, 1758",Didelphis marsupialis,Didelphimorphia,Colombia,La Guajira,Departamento,Department,COL_18,2015,Fotografia,804,7,-73.350139,11.140056,4
"Marmosa robinsoni Bangs, 1898",Marmosa robinsoni,Didelphimorphia,Colombia,Magdalena,Departamento,Department,COL_19,1960,Especimen,84,7,-74.11667,11.23333,4
"Dasyprocta punctata Gray, 1842",Dasyprocta punctata,Rodentia,Colombia,Cesar,Departamento,Department,COL_12,2015,Fotografia,999,7,-73.765556,10.2475,4
"Heteromys anomalus (Thompson, 1815)",Heteromys anomalus,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,2005,Especimen,390,7,-74.192222,11.1425,4
"Nectomys squamipes (Brants, 1827)",Nectomys grandis,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,NA,Especimen,84,7,-74.1167,11.2333,4
"Oecomys concolor (Wagner, 1845)",Oecomys concolor,Rodentia,Colombia,La Guajira,Departamento,Department,COL_18,1898,Especimen,10,7,-73.568074,11.25755,4
"Oecomys speciosus (J.A.Allen & Chapman, 1893)",Oecomys speciosus,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1960,Especimen,84,7,-74.11667,11.23333,4
"Proechimys canicollis (J.A.Allen, 1899)",Proechimys canicollis,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,2004,Especimen,390,7,-74.192222,11.1425,4
"Proechimys mincae (J.A.Allen, 1899)",Proechimys mincae,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1899,Especimen,84,7,-74.122587,11.230923,4
"Rhipidomys venezuelae Thomas, 1896",Rhipidomys venezuelae,Rodentia,Colombia,La Guajira,Departamento,Department,COL_18,1898,Especimen,10,7,-73.568074,11.25755,4
"Transandinomys talamancae (J.A.Allen, 1891)",Transandinomys talamancae,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,2015,Especimen,755,7,-74.067,10.9909,4
"Mazama americana (Erxleben, 1777)",Mazama americana,Artiodactyla,Colombia,Magdalena,Departamento,Department,COL_19,1975,Especimen,2231,8,-73.9753,10.899,4
"Leopardus pardalis (Linnaeus, 1758)",Leopardus pardalis,Carnivora,Colombia,La Guajira,Departamento,Department,COL_18,2015,Fotografia,1019,8,-73.614806,11.029472,4
"Lutra longicaudis Olfers, 1818",Lontra longicaudis,Carnivora,Colombia,Magdalena,Departamento,Department,COL_19,1898,Especimen,5115,8,-73.6925,10.8284,4
"Anoura geoffroyi Gray, 1838",Anoura geoffroyi,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1976,Especimen,1858,8,-74.0744,11.1098,4
"Chiroderma trinitatum Goodwin, 1958",Chiroderma trinitatum,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1977,Especimen,793,8,-74.116,11.1317,4
"Enchisthenes hartii (Thomas, 1892)",Enchisthenes hartii,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1991,Especimen,1008,8,-73.9394,11.036,4
"Glossophaga soricina (Pallas, 1766)",Glossophaga soricina,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,2004,Especimen,628,8,-74.118333,11.141389,4
"Lonchophylla robusta Miller, 1912",Lonchophylla robusta,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1991,Especimen,1008,8,-73.9394,11.036,4
"Phyllostomus discolor Wagner, 1843",Phyllostomus discolor,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1991,Especimen,1008,8,-73.9394,11.036,4
"Platyrrhinus vittatus (Peters, 1860)",Platyrrhinus vittatus,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1991,Especimen,1008,8,-73.9394,11.036,4
"Sturnira ludovici Anthony, 1924",Sturnira ludovici,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,1991,Especimen,1008,8,-73.9394,11.036,4
"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",Aotus lemurinus,Primates,Colombia,Magdalena,Departamento,Department,COL_19,1977,Especimen,793,8,-74.116,11.1317,4
"Aotus trivirgatus (Humboldt, 1811)",Aotus trivirgatus,Primates,Colombia,La Guajira,Departamento,Department,COL_18,1898,Especimen,4789,8,-73.605778,10.825636,4
"Dasyprocta fuliginosa Wagler, 1832",Dasyprocta fuliginosa,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,NA,Especimen,1076,8,-73.799997,11.083331,4
"Melanomys caliginosus (Tomes, 1860)",Melanomys caliginosus,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1991,Especimen,1008,8,-73.9394,11.036,4
"Melanomys caliginosus (Tomes, 1860)",Melanomys caliginosus,Rodentia,Colombia,La Guajira,Departamento,Department,COL_18,1898,Especimen,1524,8,-73.45,10.983333,4
"Microryzomys minutus (Tomes, 1860)",Microryzomys minutus,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1949,Especimen,3596,8,-73.65,10.716667,4
"Microryzomys minutus (Tomes, 1860)",Microryzomys minutus,Rodentia,Colombia,La Guajira,Departamento,Department,COL_18,1898,Especimen,2594,8,-73.513048,10.925818,4
"Neomicroxus bogotensis (Thomas, 1895)",Neomicroxus bogotensis,Rodentia,Colombia,Cesar,Departamento,Department,COL_12,1949,Especimen,1998,8,-73.6,10.566667,4
"Oryzomys albigularis (Tomes, 1860)",Nephelomys albigularis,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1976,Especimen,1858,8,-74.0744,11.1098,4
"Nephelomys maculiventer (J.A.Allen, 1899)",Nephelomys maculiventer,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1899,Especimen,1015,8,-74.1,11.1,4
"Oryzomys meridensis Thomas, 1894",Nephelomys meridensis,Rodentia,Colombia,La Guajira,Departamento,Department,COL_18,1899,Especimen,2594,8,-73.513048,10.925818,4
"Oligoryzomys fulvescens (Saussure, 1860)",Oligoryzomys delicatus,Rodentia,Colombia,Cesar,Departamento,Department,COL_12,1949,Especimen,1998,8,-73.6,10.566667,4
"Oligoryzomys fulvescens (Saussure, 1860)",Oligoryzomys delicatus,Rodentia,Colombia,La Guajira,Departamento,Department,COL_18,1899,Especimen,1038,8,-73.45,11.05,4
"Oligoryzomys griseolus (Osgood, 1912)",Oligoryzomys griseolus,Rodentia,Colombia,La Guajira,Departamento,Department,COL_18,1899,Especimen,2793,8,-73.383333,10.866667,4
"Sigmodon hispidus Say & Ord, 1825",Sigmodon alstoni,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1991,Especimen,1008,8,-73.9394,11.036,4
"Sigmodon hispidus Say & Ord, 1825",Sigmodon alstoni,Rodentia,Colombia,Cesar,Departamento,Department,COL_12,1949,Especimen,1998,8,-73.6,10.566667,4
"Sigmodon hirsutus (Burmeister, 1854)",Sigmodon hirsutus,Rodentia,Colombia,Cesar,Departamento,Department,COL_12,1949,Especimen,1149,8,-73.579857,10.413884,4
"Sigmodon hirsutus (Burmeister, 1854)",Sigmodon hirsutus,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1913,Especimen,1015,8,-74.1,11.1,4
"Thomasomys monochromos Bangs, 1900",Thomasomys monochromos,Rodentia,Colombia,Magdalena,Departamento,Department,COL_19,1976,Especimen,1858,8,-74.0744,11.1098,4
"Mazama americana (Erxleben, 1777)",Mazama americana,Artiodactyla,Colombia,Cesar,Departamento,Department,COL_12,2015,Fotografia,57,12,-73.50026,9.69848,4
"Bassaricyon alleni Thomas, 1880",Bassaricyon alleni,Carnivora,Colombia,Magdalena,Departamento,Department,COL_19,NA,Especimen,25,12,-73.9781,9.0047,4
"Eira barbara (Linnaeus, 1758)",Eira barbara,Carnivora,Colombia,Bolivar,Departamento,Department,COL_5,2016,Fotografia,288,12,-75.220583,9.910639,4
"Leopardus pardalis (Linnaeus, 1758)",Leopardus pardalis,Carnivora,Colombia,Cesar,Departamento,Department,COL_12,2015,Fotografia,63,12,-73.45436,9.71358,4
Procyon cancrivorus G,Procyon cancrivorus,Carnivora,Colombia,Cesar,Departamento,Department,COL_12,2011,Especimen,139,12,-73.338469,9.560656,4
"Puma yagouaroundi (�.Geoffroy Saint-Hilaire, 1803)",Puma yagouaroundi,Carnivora,Colombia,Magdalena,Departamento,Department,COL_19,NA,Especimen,121,12,-74.40203,10.06438,4
"Artibeus planirostris (Spix, 1823)",Artibeus planirostris,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2007,Especimen,139,12,-73.33845,9.560892,4
"Carollia brevicauda (Schinz, 1821)",Carollia brevicauda,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,1977,Especimen,78,12,-73.452,7.829084,4
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2015,Especimen,49,12,-73.540114,9.489411,4
"Dermanura anderseni (Osgood, 1916)",Dermanura anderseni,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2007,Especimen,139,12,-73.33845,9.560892,4
"Lasiurus blossevillii (Lesson & Garnot, 1826)",Lasiurus blossevillii,Chiroptera,Colombia,Bolivar,Departamento,Department,COL_5,2006,Especimen,12,12,-74.648056,9.277222,4
"Lasiurus ega (Gervais, 1856)",Lasiurus ega,Chiroptera,Colombia,Magdalena,Departamento,Department,COL_19,NA,Especimen,22,12,-74.2878,9.2639,4
"Micronycteris megalotis (Gray, 1842)",Micronycteris megalotis,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2015,Especimen,46,12,-73.540542,9.511708,4
"Micronycteris megalotis (Gray, 1842)",Micronycteris megalotis,Chiroptera,Colombia,Bolivar,Departamento,Department,COL_5,1949,Especimen,170,12,-75.083333,9.95,4
"Myotis nigricans (Schinz, 1821)",Myotis nigricans,Chiroptera,Colombia,Bolivar,Departamento,Department,COL_5,1965,Especimen,85,12,-75.25,9.8833,4
"Noctilio albiventris Desmarest, 1818",Noctilio albiventris,Chiroptera,Colombia,Bolivar,Departamento,Department,COL_5,1992,Especimen,19,12,-74.2932,9.14586,4
"Peropteryx kappleri Peters, 1867",Peropteryx kappleri,Chiroptera,Colombia,Cesar,Departamento,Department,COL_12,2007,Especimen,139,12,-73.33845,9.560892,4
