scientificName,species,order,NAME_0,NAME_1,TYPE_1,ENGTYPE_1,DEP_ID,year,basisOfRecord,elevation,regbio,longitude,latitude,region
"Phyllostomus hastatus (Pallas, 1767)",Phyllostomus hastatus,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,2003,Especimen,361,60,-75.972778,1.328611,1
"Platyrrhinus brachycephalus (Rouk & Carter, 1972)",Platyrrhinus brachycephalus,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,2004,Especimen,243,60,-75.666639,1.504417,1
"Rhinophylla pumilio Peters, 1865",Rhinophylla pumilio,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,2002,Especimen,243,60,-75.666639,1.504417,1
"Rhynchonycteris naso (Wied-Neuwied, 1820)",Rhynchonycteris naso,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,2004,Especimen,243,60,-75.666639,1.504417,1
"Saccopteryx leptura (Schreber, 1774)",Saccopteryx leptura,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,2004,Especimen,243,60,-75.666639,1.504417,1
"Sturnira lilium (E.Geoffroy, 1810)",Sturnira parvidens,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,2004,Especimen,243,60,-75.666639,1.504417,1
"Sturnira tildae de la Torre, 1959",Sturnira tildae,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,2004,Especimen,243,60,-75.666639,1.504417,1
"Marmosa rubra Tate, 1931",Marmosa rubra,Didelphimorphia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Metachirus nudicaudatus (�.Geoffroy Saint-Hilaire, 1803)",Metachirus nudicaudatus,Didelphimorphia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Marmosa regina Thomas, 1898",Micoureus regina,Didelphimorphia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Bradypus variegatus Schinz, 1825",Bradypus variegatus,Pilosa,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Tamandua tetradactyla (Linnaeus, 1758)",Tamandua tetradactyla,Pilosa,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Aotus vociferans (Spix, 1823)",Aotus vociferans,Primates,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Pithecia milleri Allen, 1914",Pithecia milleri,Primates,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Plecturocebus caquetensis (Defler, Bueno & Garcia, 2010)",Plecturocebus caquetensis,Primates,Colombia,Caqueta,Intendencia,Intendancy,COL_9,2013,Fotografia,242,60,-75.587006,1.077033,1
"Cebus apella (Linnaeus, 1758)",Sapajus apella,Primates,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Cuniculus paca (Linnaeus, 1766)",Cuniculus paca,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Dasyprocta fuliginosa Wagler, 1832",Dasyprocta fuliginosa,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Euryoryzomys macconnelli (Thomas, 1910)",Euryoryzomys macconnelli,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Hydrochoerus hydrochaeris (Linnaeus, 1766)",Hydrochoerus hydrochaeris,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Mesomys hispidus (Desmarest, 1817)",Mesomys hispidus,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Microsciurus flaviventer (Gray, 1867)",Microsciurus flaviventer,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Myoprocta acouchy (Erxleben, 1777)",Myoprocta acouchy,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Neacomys spinosus (Thomas, 1882)",Neacomys spinosus,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Oecomys superans Thomas, 1911",Oecomys superans,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Proechimys brevicauda (G�nther, 1877)",Proechimys brevicauda,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Proechimys quadruplicatus Hershkovitz, 1948",Proechimys quadruplicatus,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Proechimys simonsi Thomas, 1900",Proechimys simonsi,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1952,Especimen,197,60,-75.333333,0.466667,1
"Pecari tajacu (Linnaeus, 1758)",Pecari tajacu,Artiodactyla,Colombia,Vaupes,Comisaría,Commissiary,COL_31,2018,Fotografia,198,61,-70.949167,0.036972,1
"Puma concolor (Linnaeus, 1771)",Puma concolor,Carnivora,Colombia,Caqueta,Intendencia,Intendancy,COL_9,1974,Especimen,155,61,-72.521504,0.240632,1
"Chrotopterus auritus (Peters, 1856)",Chrotopterus auritus,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Lampronycteris brachyotis (Dobson, 1879)",Lampronycteris brachyotis,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Lonchorhina aurita Tomes, 1863",Lonchorhina aurita,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Lonchorhina orinocensis Linares & Ojasti, 1971",Lonchorhina orinocensis,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,1982,Especimen,168,61,-72.283333,-0.4,1
"Micronycteris hirsuta (Peters, 1869)",Micronycteris hirsuta,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Mimon bennettii Thomas, 1902",Mimon bennettii,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Myotis keaysi J.A.Allen, 1914",Myotis keaysi,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Natalus stramineus Gray, 1838",Natalus mexicanus,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,178,61,-72.625556,0.158889,1
"Peropteryx kappleri Peters, 1867",Peropteryx kappleri,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Phyllostomus latifolius (Thomas, 1901)",Phyllostomus latifolius,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Platyrrhinus helleri (Peters, 1866)",Platyrrhinus helleri,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,1989,Especimen,234,61,-72.404597,-0.596105,1
"Rhogeessa tumida H.Allen, 1866",Rhogeessa io,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Tonatia bidens (Spix, 1823)",Tonatia saurophila,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Trachops cirrhosus (Spix, 1823)",Trachops cirrhosus,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Uroderma magnirostrum Davis, 1968",Uroderma magnirostrum,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,1992,Especimen,176,61,-72.668053,0.071944,1
"Vampyrum spectrum (Linnaeus, 1758)",Vampyrum spectrum,Chiroptera,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,131,61,-72.451389,0.074167,1
"Priodontes maximus (Kerr, 1792)",Priodontes maximus,Cingulata,Colombia,Caqueta,Intendencia,Intendancy,COL_9,1982,Especimen,234,61,-72.404597,-0.596105,1
"Tapirus terrestris (Linnaeus, 1758)",Tapirus terrestris,Perissodactyla,Colombia,Vaupes,Comisaría,Commissiary,COL_31,2018,Fotografia,160,61,-70.99525,0.096056,1
"Cebus apella (Linnaeus, 1758)",Sapajus apella,Primates,Colombia,Guaviare,Comisaría,Commissiary,COL_16,1958,Especimen,179,61,-72.029037,0.661846,1
"Cuniculus paca (Linnaeus, 1766)",Cuniculus paca,Rodentia,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,178,61,-72.625556,0.158889,1
"Cuniculus paca (Linnaeus, 1766)",Cuniculus paca,Rodentia,Colombia,Vaupes,Comisaría,Commissiary,COL_31,2018,Fotografia,198,61,-70.947972,0.036611,1
"Dasyprocta fuliginosa Wagler, 1832",Dasyprocta fuliginosa,Rodentia,Colombia,Vaupes,Comisaría,Commissiary,COL_31,2018,Fotografia,160,61,-71.025806,0.017417,1
"Sciurus aestuans Linnaeus, 1766",Guerlinguetus aestuans,Rodentia,Colombia,Vaupes,Comisaría,Commissiary,COL_31,2018,Fotografia,198,61,-70.949167,0.036972,1
"Myoprocta acouchy (Erxleben, 1777)",Myoprocta acouchy,Rodentia,Colombia,Amazonas,Comisaría,Commissiary,COL_1,NA,Especimen,203,61,-71,-1,1
"Proechimys semispinosus (Tomes, 1860)",Proechimys semispinosus,Rodentia,Colombia,Caqueta,Intendencia,Intendancy,COL_9,NA,Especimen,167,61,-72.609997,0.19,1
"Artibeus jamaicensis Leach, 1821",Artibeus jamaicensis,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Artibeus lituratus (Olfers, 1818)",Artibeus lituratus,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1968,Especimen,194,62,-70.173333,1.198333,1
"Carollia castanea H.Allen, 1890",Carollia castanea,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.1733,1.1983,1
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1968,Especimen,194,62,-70.173333,1.198333,1
"Chiroderma trinitatum Goodwin, 1958",Chiroderma trinitatum,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Desmodus rotundus (E.Geoffroy, 1810)",Desmodus rotundus,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Diclidurus scutatus Peters, 1869",Diclidurus scutatus,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,NA,Especimen,191,62,-69.996475,0.997124,1
"Glossophaga soricina (Pallas, 1766)",Glossophaga soricina,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Macrophyllum macrophyllum (Schinz, 1821)",Macrophyllum macrophyllum,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.1733,1.1983,1
"Molossus molossus (Pallas, 1766)",Molossus molossus,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Molossus pretiosus Miller, 1902",Molossus pretiosus,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Myotis albescens (E.Geoffroy, 1806)",Myotis albescens,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Noctilio albiventris Desmarest, 1818",Noctilio albiventris,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.1733,1.1983,1
"Nyctinomops laticaudatus (E.Geoffroy, 1805)",Nyctinomops laticaudatus,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Phylloderma stenops Peters, 1865",Phylloderma stenops,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1968,Especimen,194,62,-70.173333,1.198333,1
"Phyllostomus discolor Wagner, 1843",Phyllostomus discolor,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Platyrrhinus helleri (Peters, 1866)",Platyrrhinus helleri,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Sturnira lilium (E.Geoffroy, 1810)",Sturnira parvidens,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.1733,1.1983,1
"Sturnira tildae de la Torre, 1959",Sturnira tildae,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Tadarida brasiliensis (I.Geoffroy, 1824)",Tadarida brasiliensis,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1965,Especimen,194,62,-70.173333,1.198333,1
"Uroderma bilobatum Peters, 1866",Uroderma bilobatum,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Vampyressa bidens (Dobson, 1878)",Vampyriscus bidens,Chiroptera,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1967,Especimen,194,62,-70.173333,1.198333,1
"Dasypus novemcinctus Linnaeus, 1758",Dasypus novemcinctus,Cingulata,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1963,Especimen,171,62,-70.13925,0.26371,1
"Cyclopes didactylus (Linnaeus, 1758)",Cyclopes didactylus,Pilosa,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1953,Especimen,194,62,-70.1733,1.1983,1
"Cacajao melanocephalus (Humboldt, 1812)",Cacajao melanocephalus,Primates,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1958,Especimen,216,62,-70.446487,1.014215,1
"Callicebus torquatus (Hoffmannsegg, 1807)",Cheracebus torquatus,Primates,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1958,Especimen,216,62,-70.446487,1.014215,1
"Hylaeamys megacephalus (Fischer, 1814)",Hylaeamys yunganus,Rodentia,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1952,Especimen,191,62,-69.996475,0.997124,1
"Mesomys hispidus (Desmarest, 1817)",Mesomys hispidus,Rodentia,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1952,Especimen,191,62,-69.996475,0.997124,1
"Oecomys bicolor (Tomes, 1860)",Oecomys bicolor,Rodentia,Colombia,Vaupes,Comisaría,Commissiary,COL_31,1952,Especimen,191,62,-69.996475,0.997124,1
"Eira barbara (Linnaeus, 1758)",Eira barbara,Carnivora,Colombia,Narino,Departamento,Department,COL_21,2017,Fotografia,3492,64,-77.39648,1.1747,2
"Leopardus tigrinus (Schreber, 1775)",Leopardus tigrinus,Carnivora,Colombia,Narino,Departamento,Department,COL_21,2017,Fotografia,2564,64,-77.40575,1.20578,2
"Puma concolor (Linnaeus, 1771)",Puma concolor,Carnivora,Colombia,Narino,Departamento,Department,COL_21,2017,Fotografia,3604,64,-77.38762,1.17497,2
"Promops centralis Thomas, 1915",Promops centralis,Chiroptera,Colombia,Narino,Departamento,Department,COL_21,1965,Especimen,2539,64,-77.281111,1.213611,2
"Dasypus novemcinctus Linnaeus, 1758",Dasypus novemcinctus,Cingulata,Colombia,Narino,Departamento,Department,COL_21,2017,Fotografia,2288,64,-77.41261,1.2082,2
"Didelphis albiventris Lund, 1840",Didelphis pernigra,Didelphimorphia,Colombia,Narino,Departamento,Department,COL_21,2007,Especimen,1959,64,-77.1167,1.4,2
"Micoureus regina (Thomas, 1898)",Micoureus regina,Didelphimorphia,Colombia,Narino,Departamento,Department,COL_21,2007,Especimen,2993,64,-77.25,1.28333,2
"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,Primates,Colombia,Narino,Departamento,Department,COL_21,1994,Fotografia,2807,64,-77.885,1.085,2
"Aotus lemurinus I.Geoffroy Saint-Hilaire, 1843",Aotus lemurinus,Primates,Colombia,Narino,Departamento,Department,COL_21,2009,Especimen,2799,64,-77.5,0.866667,2
"Sapajus apella (Linnaeus, 1758)",Sapajus apella,Primates,Colombia,Narino,Departamento,Department,COL_21,2009,Especimen,2799,64,-77.5,0.866667,2
"Cavia porcellus (Linnaeus, 1758)",Cavia porcellus,Rodentia,Colombia,Narino,Departamento,Department,COL_21,1962,Especimen,2567,64,-77.285556,1.213333,2
"Thomasomys cinereiventer J.A.Allen, 1912",Thomasomys cinereiventer,Rodentia,Colombia,Narino,Departamento,Department,COL_21,1991,Especimen,3627,64,-77.8333,0.983333,2
"Mazama americana (Erxleben, 1777)",Mazama americana,Artiodactyla,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1958,Especimen,255,65,-76.516667,0.5,1
"Puma concolor (Linnaeus, 1771)",Puma concolor,Carnivora,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1941,Especimen,255,65,-76.52,0.5,1
"Artibeus planirostris (Spix, 1823)",Artibeus planirostris,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1972,Especimen,NA,65,-75.866667,0.133333,1
"Carollia castanea H.Allen, 1890",Carollia castanea,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1971,Especimen,320,65,-76.75,0.516667,1
"Cormura brevirostris (Wagner, 1843)",Cormura brevirostris,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1966,Especimen,NA,65,-75.866667,0.133333,1
"Enchisthenes hartii (Thomas, 1892)",Enchisthenes hartii,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1971,Especimen,320,65,-76.75,0.516667,1
"Eptesicus brasiliensis (Desmarest, 1819)",Eptesicus brasiliensis,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1964,Especimen,188,65,-74.774167,-0.180278,1
"Glossophaga soricina (Pallas, 1766)",Glossophaga soricina,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1968,Especimen,188,65,-74.774167,-0.180278,1
"Macrophyllum macrophyllum (Schinz, 1821)",Macrophyllum macrophyllum,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,NA,Especimen,322,65,-76.8333,0.5667,1
"Myotis albescens (E.Geoffroy, 1806)",Myotis albescens,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1965,Especimen,254,65,-76.495,0.5158,1
"Myotis nigricans (Schinz, 1821)",Myotis nigricans,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1971,Especimen,320,65,-76.75,0.516667,1
"Noctilio albiventris Desmarest, 1818",Noctilio albiventris,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1965,Especimen,451,65,-76.8747,0.6967,1
"Phyllostomus hastatus (Pallas, 1767)",Phyllostomus hastatus,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1965,Especimen,451,65,-76.8747,0.6967,1
"Platyrrhinus helleri (Peters, 1866)",Platyrrhinus helleri,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1971,Especimen,320,65,-76.75,0.516667,1
"Rhynchonycteris naso (Wied-Neuwied, 1820)",Rhynchonycteris naso,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,NA,Especimen,322,65,-76.8333,0.5667,1
"Saccopteryx leptura (Schreber, 1774)",Saccopteryx leptura,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1971,Especimen,320,65,-76.75,0.516667,1
"Vampyressa pusilla (Wagner, 1843)",Vampyressa thyone,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,NA,Especimen,322,65,-76.8333,0.5667,1
"Vampyrodes caraccioli (Thomas, 1889)",Vampyrodes caraccioli,Chiroptera,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1971,Especimen,320,65,-76.75,0.516667,1
"Philander andersoni (Osgood, 1913)",Philander andersoni,Didelphimorphia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1969,Especimen,324,65,-76.49875705,0.668772885,1
"Ateles belzebuth �.Geoffroy Saint-Hilaire, 1806",Ateles belzebuth,Primates,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1990,Especimen,254,65,-76.500105,0.504457,1
"Lagothrix lagothricha (Humboldt, 1812)",Lagothrix lagothricha,Primates,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1965,Especimen,451,65,-76.8747,0.6967,1
"Saimiri cassiquiarensis (Lesson, 1840)",Saimiri cassiquiarensis,Primates,Colombia,Cauca,Departamento,Department,COL_11,1993,Especimen,269,65,-76.213288,1.051844,2
"Cavia porcellus (Linnaeus, 1758)",Cavia porcellus,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1966,Especimen,NA,65,-75.866667,0.133333,1
"Oryzomys megacephalus (Fischer, 1814)",Hylaeamys yunganus,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1966,Especimen,NA,65,-75.866667,0.133333,1
"Sciurus pucheranii (Fitzinger, 1867)",Notosciurus pucheranii,Rodentia,Colombia,Putumayo,Intendencia,Intendancy,COL_23,1972,Especimen,NA,65,-75.866667,0.133333,1
"Tayassu pecari (Link, 1795)",Tayassu pecari,Artiodactyla,Colombia,Caqueta,Intendencia,Intendancy,COL_9,1988,Especimen,158,66,-72.402778,-0.604848,1
"Lontra longicaudis (Olfers, 1818)",Lontra longicaudis,Carnivora,Colombia,Caqueta,Intendencia,Intendancy,COL_9,1988,Especimen,158,66,-72.402778,-0.604848,1
"Artibeus lituratus (Olfers, 1818)",Artibeus lituratus,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1969,Especimen,121,66,-69.94056,-1.50232,1
"Macrophyllum macrophyllum (Schinz, 1821)",Macrophyllum macrophyllum,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1969,Especimen,121,66,-69.94056,-1.50232,1
"Cerdocyon thous (Linnaeus, 1766)",Cerdocyon thous,Carnivora,Colombia,Amazonas,Comisaría,Commissiary,COL_1,2015,Especimen,86,67,-70.622861,-3.725019,1
"Leopardus pardalis (Linnaeus, 1758)",Leopardus pardalis,Carnivora,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1987,Especimen,69,67,-69.946111,-4.210833,1
"Panthera onca (Linnaeus, 1758)",Panthera onca,Carnivora,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1976,Especimen,137,67,-70.039704,-3.967681,1
Procyon cancrivorus G,Procyon cancrivorus,Carnivora,Colombia,Amazonas,Comisaría,Commissiary,COL_1,2015,Especimen,86,67,-70.622861,-3.725019,1
"Puma concolor (Linnaeus, 1771)",Puma concolor,Carnivora,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1976,Especimen,137,67,-70.039704,-3.967681,1
"Artibeus jamaicensis Leach, 1821",Artibeus jamaicensis,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1967,Especimen,94,67,-70.38159,-3.77368,1
"Artibeus obscurus (Schinz, 1821)",Artibeus obscurus,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1998,Especimen,163,67,-70.1436,-3.43585,1
"Artibeus planirostris (Spix, 1823)",Artibeus planirostris,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1972,Especimen,79,67,-69.940556,-4.215278,1
"Carollia brevicauda (Schinz, 1821)",Carollia brevicauda,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1972,Especimen,82,67,-69.94056,-4.15198,1
"Carollia castanea H.Allen, 1890",Carollia castanea,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1982,Especimen,78,67,-69.93591,-4.203165,1
"Carollia perspicillata (Linnaeus, 1758)",Carollia perspicillata,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,2015,Especimen,81,67,-70.678333,-3.792583,1
"Chiroderma trinitatum Goodwin, 1958",Chiroderma trinitatum,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1967,Especimen,94,67,-70.38159,-3.77368,1
"Chiroderma villosum Peters, 1860",Chiroderma villosum,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1972,Especimen,79,67,-69.940556,-4.215278,1
"Cynomops planirostris (Peters, 1866)",Cynomops planirostris,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1974,Especimen,79,67,-69.940556,-4.215278,1
"Artibeus anderseni Osgood, 1916",Dermanura anderseni,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1972,Especimen,82,67,-69.94056,-4.15198,1
"Artibeus glaucus Thomas, 1893",Dermanura glauca,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1969,Especimen,79,67,-69.940556,-4.215278,1
"Artibeus phaeotis (Miller, 1902)",Dermanura phaeotis,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1969,Especimen,79,67,-69.940556,-4.215278,1
"Eptesicus brasiliensis (Desmarest, 1819)",Eptesicus brasiliensis,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1972,Especimen,79,67,-69.940556,-4.215278,1
"Eumops perotis (Schinz, 1821)",Eumops perotis,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1957,Especimen,64,67,-69.943507,-4.223932,1
"Eumops trumbulli (Thomas, 1901)",Eumops trumbulli,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1969,Especimen,79,67,-69.940556,-4.215278,1
"Mimon crenulatum (E.Geoffroy, 1803)",Gardnerycteris crenulatum,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,2015,Especimen,81,67,-70.678333,-3.792583,1
"Glossophaga soricina (Pallas, 1766)",Glossophaga soricina,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1998,Especimen,163,67,-70.1436,-3.43585,1
"Lasiurus ega (Gervais, 1856)",Lasiurus ega,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1969,Especimen,79,67,-69.93955,-4.211387,1
"Lonchorhina orinocensis Linares & Ojasti, 1971",Lonchorhina orinocensis,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1982,Especimen,78,67,-69.93591,-4.203165,1
"Mesophylla macconnelli Thomas, 1901",Mesophylla macconnelli,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1982,Especimen,78,67,-69.93591,-4.203165,1
"Molossus currentium Thomas, 1901",Molossus bondae,Chiroptera,Colombia,Amazonas,Comisaría,Commissiary,COL_1,1969,Especimen,79,67,-69.93955,-4.211387,1
